risk,comment
1,이게게임이냐 김택진 너네 개념없다 이거에 돈쓰는거보니 대한민국 빛쟁이나라 아니엿네
1,씹쓸헥이 께임
1,게임접습니다 던전에 도라이들이 많아서 이런 개 같은게임 처음봅니다 무슨 쟁겜도 안니고
1,게임계의 현질유도 최고봉 여전하네 언제망하나 손꼽아 기도할게^^
1,최악이다
1,아직도 귀걸이부터 빤쓰까지 다 현질해야하는 게임인가부네 ㅋㅋㅋ 여러분 탈출은 지능순이에오 ㅋㅋㅋㅋ
1,과거를 돌아보면 미래가 보인다 아직도 모릅니까 .......
1,리뷰 댓글도 골라서 달아버리는 NC ㅋㅋㅋㅋㅋ
1,노답
1,진짜 과금안하면 막힘 제발 좀 뿌여라
1,부모님 핸드폰으로 결제하다 걸리면 뒈지는거야 애들아 이게임 하지말고 현질없는 게임을 하던가 나가서 뛰어놀아 그게 부모님께 효도하는거다.
1,하 ..........
1,별 마이너스- 는 없나?ㅋㅋ 자꾸 광고가 뜨냐구 대체ㅋㅋㅋ도박업체 nc소프트ㅋㅋ
1,90년대 그래픽을 가져와서 몆조나 땡기는거야 린저씨들 수듄 진짜 ㅋㅋ
1,일단 거르세요. 경고합니다. 게임회사와 게임이름으로 이해할거라믿기에 이유설명은 생략합니다.
1,최소 천만원 장착하고 시작
1,이런게임 왜함??
1,개똥갬
1,답변꼬라지 메크로 쳐 돌리노 일하자
1,하지마세요... 그냥
1,야이 개투스 뭔놈의 게임ㅇㄹ 이따구로 만들어놓냐!!!툭하면 되지고 레밸 45도면 아에 게임진행이 않되ㄹ정도로 어ㅂㅂ게 만들어서 열받게 만들어놨냐 칽12가키워서 러밸45를 남ㄲㄴ게 하나도없고 아예 사낭을 못나가서 만붕상타다!!!드러워서 못하먹 것네
1,"구세대 PC를 그대로 이식한듯한 ""버퍼링"" 재현도와 그 옛날의 말도안되는 작업장이 판치는 그런 갓-겜이라고 평가할수 있겠다"
1,거지같은겜
1,믿거
1,다운로드를 했는데 추가 다운로드 하던중에 자꾸 에러가 뜨면서 겜 시작조차못했어요 뭐죠?
1,현질유도 게임
1,돈 많으면 도전ㄱㄱㄱ
1,돈 없어도 할 수 있어요. 할 수만 있어서 문제인거지 오늘도 강화 터지고 별점 1개주고 간다. 몬헌이나 해야지
1,저장공간 너무차지!
1,좀 해볼라했더만 다운중 멈추고 다시첨부터 다운받고 몇번째인지 게임을 하라는건지 말라는건지
1,번개처도 안뜸
1,아예접속이안됩니다
1,거래소가 안되면 아이템처분은 어떻게 합니까 거래소 못쓰는대신 먼가 방도를 주어야 할것 아닙니까???? 희귀템 이상 분해하면 (각인)거래불가조각으로 바꿔서 조각모으면 먼가 만들게 해주던지요 이렇게 12세 버젼은 버리는거에요 거래소 못쓰는대신 각인장비로라도 쓸수있게 방법을 간구해주세요!!!!!!!
1,망겜
1,사행성뽑기 게임 절대 말리시오
1,아직도 하는사람이있네 ㅋㅋㅋ
1,돈없으면 하지마라
1,쓰레기게임
1,여자암혹 기사안나오와요?
1,과금체계가지고 뭐라안하겠습니다. 그쪽운영정책이니까 맘에안들면 돈안내면되고.. 그래픽가지고도 뭐라안하겠습니다. 그쪽컨셉이니까.. 근데 겜자체가 너무엉망입니다. 공유기10센티옆에서 부채만땅이여도무조건접속오류납니다. 캐릭터 원하는 방향으로 보내기 무지빡세구요. 이겜을pc겜으로착각하고 만든거같은데 모바일최적화 최악입니다. 하다못해 화면에 배터리잔량 시간 이런것도없는게 모바일겜 첨만들어보는 티가너무나고 너무 완성도나 퀄리티가 떨어집니다. 한국겜이라고하기 쪽팔리는 완성도네요.. 참고로 그래픽 얘기가아닙니다. 댁들은 이겜 만들고 불편없이 잘 하...전체 리뷰
1,별로이네
1,잼나다
1,접속조차안됨
1,오늘 하루도 똥겜
1,아인사하드로 유저들 피빠는 흡혈게임(답글 봐라 킹크랩이냐?)
1,저기 대표님 이게 사행성 조장게임이 아니라고여???
1,대한민국 대표 사행성MMORPG게임
1,돈만 밝히는 게임
1,희대의 악질같은 쓰레기 게임사
1,뭐이런겜을...
1,ㅋㅋ 리니지 평점 역대급 찍었네ㅋㄱㅋ ㅊㅊ
1,꺼져
1,아재들의 게임
1,별 한개도 아깝네요
1,현질겜
1,최악의게임
1,세상이 어느때인데 네트워크타령 하고있나요?? 장난하나 90년대인가 지금이 바보들인줄아나요? 네트워크확인 ??? 진짜 그걸 답변이라고‥
1,알림좀 그만와라
1,호갱들의게임 미친 돈리니지
1,거지 같은 게임 바로 접음
1,이거 왜 하는건지 이유를 가르쳐 주실 분 계신가요? 도대체 이게 어떻게 게임이라고 할 수 있는지 모르겠네요 컨트롤할꺼 없구 현질유도하고 도박 사행성이 넘 쳐나는 것 같은데?
1,돈만벌어드리기 위한 겜 너무하는거 아닌가
1,최악게임이지..빨아먹는데만 혈안이된..
1,게임 참 택진스럽네요
1,레알 노력으로 할수가없음 옛날감성은 그래픽만 나머지는 ...말로표현불가능..
1,니들은 이런거 하지마라
1,수신동의나 그런 동의 사항들을 체크만 할 수 있게 되어있고 확인버튼이 아예 보이지 않고 있어 아예 게임플레이자첼ㄷㄹ 할 수가 없습니다
1,노잼
1,일반템 끼고 사냥하니 힘드네 자야
1,저장공간엄청비웠는데계속저장공간이없다고떠요ㅠㅠㅠㅠㅠㅠ
1,졸라 팅기네. 못하긋네
1,안타라스 5써버. VACSAX입니다 사용하지도 않았는데 다이아가 줄어있습니다 확인부탁드립니다
1,그지발싸개가 이 게임보다 더 깨끗하다고 생각합니다.
1,아무리 매출도 중요하지만 욕심이 과했다.
1,역시 3N!!! 우리를 실망시키지 않는 군!!!! p.s 돌려서 까는 거임ㅋ
1,삼성 그랜드맥스 기종인데요 들어가면 3분정도만에 팅겨버려요
1,사기건으로 문의드리는데 환불요청합니다. 결제내역 11만 2번되있을겁니다. 연락쳐하나만남겨주세요. 연락드리겟습니다.
1,리니지는하지말자..
1,게쑤레기게임
1,그냥 아재들 옛날 감성을 핑계로 빨대꽃는 사행성 도박 게임
1,돈 발라 먹는게임.
1,최고 쓰레기 게임중하나 시작하자마자 돈결제하고 일주일뒤에 걍 지워버림
1,최악오브최악
1,처음 설치부터 에러나네요.계속.
1,어떻하면 유저 돈 빼먹을까 하는 1000% 사행성 게임 강원랜드 저리가라정도에 도박게임
1,최악의 현질유도게임 과금안하면 할수없는게임ㅡㅡ 한1억써두 티도안나는게임ㅡㅡ
1,최악중에 최악인 게임이다 이런 쓰레기를 게임이라고 내놓다니 참 회사 수준 안봐도 보인다
1,암같은게임
1,ㅋㅋㅋ내가 왠만한 게임은 재미없어도 게임산업 좀 커지라고 55000원이나 110000원씩 한달에 20만원 넣고 시작하는 오지라퍼인데.. 야 이건 진짜 너무 망겜이다...ㅋㅋㅋ 린2가 t.o.p. 라면 이건 대마수준인데
1,차나 집을 팔아야 할수있는겜. 어지간한 차는 팔아서 현질해도 겜안에선 허접 ㅈ밥이다. 최소 집은 팔고 현질을해야 사람취급 받는게임. 머 이런 게임이 다있나싶다.
1,ㅡㅡ하면호구
1,샤오미폰 호환성개선
1,몇일째 안드로이드앱 접속이 안됩니다 확인좀 제발 해줘라 부탁이다
1,현질망겜
1,저기요 .. 왜 핸드폰인증 을못해서 19세 를 못깔죠 ㅡㅡ 자꾸 확인할수없음 뜨는데 왜이래요 ?
1,접속도 안되는 겜을 누가 하나 망한거니
1,도대체 이겜이 뭐가 재밌다는 거지....
1,무과금은 스트레스가 쌓이고
1,상업적 광고는 머지.ㅋㅋㅋㅋ 잘하지도 않는게임...멀광고했다고 정지..이런식으로 돈버는구나..아.....지나가는 개가 웃고있소..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,사행성 인가?
1,안했지만 리니지라 1개준다
1,업데이트도 안되고 다시 깔려고 해도 안되고 ..
1,환불 요청 부탁 드립니다
1,어제까지게임하던기기가 왜 업뎃이안돠죠? 최적화되지않을수도잇는기기다? 장난하시나여?
1,자꾸자꾸 틩김
1,마나물약 적용좀 개선해주세요 마나물약 효과는 MP 회복량 증가인데 마나 자체가 쓰다가 다떨어지면 물약 몇개를 사용차오르질않는데...그렇다고 MP회복 펫 꺼내도 펫효과자체도 무시고...MP즉시회복으로 개선좀 건의드려요
1,마카오에서 도박하는거랑 머가 다름?
1,참 아럽다 어러어
1,업그레이드 는간단히좀하자
1,왜자꾸업데이트만하면팅기죠엔시욕나온다이럴꺼면업데이트하지말아역같게거참
1,돈 써준다는데도 생성제한 왜 안 푸는 겁니까
1,용량문제가 시급하다... 3000mb가 말이됩니까
1,현질 아니면 게임을 할수없게 만든 쓰레기 게임
1,돈만 죽어쓰는게임 지루함 비추
1,과금 안하면 진행 못하는 겜
1,한국게임 시장에 암적인 게임 과연 이겜을 만든인간이나 하는 사람이 즐기면서 할까? 1점도 아깝다.
1,다신 안하고싶다
1,게임이란 무엇인가 초심으로 돌아가서 고민해 보세요..
1,의미없는과금 자본주의시대의 최악의게임 거머리라고 밖에 표현할길이없는 횡포
1,그만해
1,과금 아니면 플래이가 불가능한게임
1,신규서버 다 막혀씀 하지마요
1,돈없으면 하지마란다 cd 겜 팔로다녔던 엔쒸형이 아니다 아주 잘나가고 배짱장사하는 그럼 회사다 ㅋㅋ 엔씨 to 돈마블 to 돈슨
1,출석보상을 전부다 아인하사드로 채우는 것은 아니라고 봅니다.
1,그래픽. 컨텐츠. 게임성 노답 추억팔이
1,최악의 게임 돈없으면 하지 말라는 게임 이벤트도 돈돈 렙업도 돈돈 템 얻는것도 돈돈 돈없으면 힘든 게임
1,무슨 스마트폰 게임에 한달 몇십만원을 꽂아야되냐? 정신 나갓니?
1,머저리들이나 붙잡고 히는 겜 ㅎㅎ
1,개조같네
1,현질망작게임
1,노쟘
1,과금유도의 끝 막장
1,사람 병X 만드는 겜
1,게임을 킬때마다 오류가걸리고 게임자체를 들어가지못하고있습니다. 폰기종은 LG v20입니다
1,탈출해라 도박장 이다
1,이 회사가 계속 먹고 사는게 신기할 뿐
1,신섭나옴머해 캐릭생산 제한 ㅋㅋ 다시 해보려구 접했는대 안해 ㅋㅋ 초기 리니지도 다시 해볼려구해도 오토 판 치는겜ㅋㅋ 막가는리니지 내 계정 이나 풀어주라 장비나 팔아먹개
1,신규서버 할려고하는대 제한걸어놓으면 어쩌라는거임? 하지말라는거임?
1,사전예약쿠폰 등록하니 이미사용한 쿠폰이라는데 내가 안썻는디 어케해야함?
1,1억 써도 무과금
1,먼 다운로드하는데 하루종일? 극혐
1,렉이나 없게 만드시오 젠장맞을
1,단점은 존재하고 장점은 존재하지않는 아재들을 위한 게임이네
1,안해 그지같은 게임
1,리니지가두개던데차이가먼가요?
1,잘되다가 에러가 왜뜨죠?? 접속자체가 안되네요 ㅡㅡ 모지??
1,그냥 최악임
1,결제했는데 다이아 안들어왔어요 상점오류같은데
1,설치하는데 에러생기네요 ㅡㅡ
1,결제햇는데 아이템이 안들어오는건 머죠?
1,이건 게임이 아니라 사행성 도박임 ㅋㅋ 이딴걸 나라에서 재제하지 않다니 이해가 안가내요
1,점검전 렉도 없이 잘돌아가다가 점검후 렉이너무걸려서 게임을할수가없내요ㅡㅡ 점검전까지는 아무이상없이했는데 왜그런가요...
1,환불요청이요
1,환불요청요ㅠ 결제실수로 잘못이뤄졋어요..
1,이게 강원랜드지 개임이냐~~~
1,접속이안대요
1,엿~~ 같어
1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ할게못됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,"안녕하세요? 저는 리니지m을 하고있는 한유저입니다. 제가 저희 부모님에게 허락을 맡아 현질을했는데 모르고 똑같은거 3개를 사버렸지 
말입니당.. 그래도 재미는 있으니까 그냥 넘어 갔지만 지웠다 다운하였더니 판도라3서버에 있던 제 캐릭터가 사라졌더군요.... 
보안설정인가... 그것도 해놓고 말이죠.... 어떻게 수정이 안되겠나요..? 되지않는다면 제가 지웠다 다운해서 그런건가요? 
궁금하네용.....(^-^);;"
1,앱이 안열림니다..
1,nc8게이은 거르는거임
1,게임 실행시 팅기는 현상 5분에 한번씩 팅김 더러워 게임 하겠나요 업데이트후 이런 현상 ㅡㅡ
1,장난합니까 살면서매일 업데이트하는 게임은 처음봤습니다
1,아니 마지막에 리소스 600인가 로딩뜨는데 무한 다시하래 데이터도햇고 와이파이도함
1,왜 업대이트 안됌?
1,서버점검 연장 공지는 왜 감감무소식요??
1,"업데이트 후 53퍼에서 자꾸 팅기는 현상때문에 게임 다시 깔았드만 케릭 삭제돼있네요 뭐지요? 사이하7 크르릉 복구해주시고 과금한거 
환불해주세요"
1,저장공간 너무 많이 필요한거아닙니까? 너무 답답하네요 저장공간만 많이 줄여주세요
1,옛날의 추억은 없고 현질 유도만 남은 게임이네요
1,국정감사에 TJ나와라
1,현질유도 짱
1,쓰레기중 원탑
1,다운도안되고 그래픽도 하수구냄새 날것같아요
1,게임이 안켜져요
1,적선하냐ㅎ그지들 적선하듯 주네
1,최악읻 돈벌래들
1,"엔씨에 리니지란 언제부터인가 유저들의 재미보단 캐시템으로 배만 채우는 기업으로 바뀜 19살때부터 해왔던겜이고 추억으로 해보려고 해도 
더이상은 해선 안될게임 완전비추"
1,다 맘에드는데 계정 사라졋네요 업데이트 후에 빨리 처리 바랍니다.
1,아니 저장공간있는데 없다고하면서 나가지네요 고쳐주세요
1,깔았는데접속도안돼네 에러만떠
1,🖕
1,돈 많으면 장땡
1,최악중 최악 접근 노노
1,"리니지는 원래 돈 처발라가면서 하는거다 니니니 우숩게봤구나 일이십만언 좀더 보태서 사오십마넌 써바야 티끌이다 매달 꼬박 꼬박 50장씩 
기본으로들어간다"
1,23만6천원을 사용하였고 너무심한 과금유도 때문에 얼마하지도 못하고 지웠습니다 환불부탁드릴게요
1,이유없이 정지시키는 ??
1,역시 현질없이 하기 짱나는게임
1,업뎃하고 나서 캐릭터 사라졌네요.듀크데필4서버.플래시맨.플래티넘.돌려주세요
1,전형적인 과금유도 사행성게임
1,와 이건뭐 대박 사람 통장빠는게임이냐 ㅋㅋ pc게임도 이제 망으로가더니 모바일도 ㅋㅋ 개니지도 이젠끝이네 잘가라 개니지여
1,쓰레기라니까ㅋㅋ
1,최악의 게임
1,"자동사냥 중에도 스킬때문에 게임을 계속 봐야하는데 그래픽때문에 보기싫어질 정도, 거기에 과금유도는 덤이다"
1,"이게 듀랑고냐,,, 대기인원만 몇명이야,, 빨리 서버 안정화 해라,,"
1,다운자체가안돼요 하다가 에러코드띄어지고 더이상 다운이 진행안됩니다 시간날렷어요
1,으~~~악 15세기 겜 데진아 지금21세기다 차라니 길드월 는 해라 데진아
1,아 현질 망겜
1,느그들이 아무리 글을달아봐라 답변주나ㅋㅋㅋㅋ
1,현질똥망 개돼지양산게임
1,😎
1,"정말 하나하나가 돈이 들어가는 게임.... 현질게임좀 만들지좀마라 게다가 양산형.... 최악의게임중 하나군.... 추억게임을 완전히 
자신 이익을 위해 추억팔이게임을 만들다니 너무하군..... 게임에서 장비 스킬 하나하나가 구하기도 힘들고 죽어도 장비를 다이아로 해야만 
다시 복구되다니 현질 정신머리.... ㅇㅈ.... 치사한것들..."
1,ㅋㅋ이런 rpg좋긴한데 넘 현질유도 시맘
1,돈에 미친 조선게임사와 틀딱들의 개돼지겜 3n게임 카톡겜은 거르는게 답 배그하러 ㄱ
1,개돼지들 열심히 하고 있는가?
1,돈먹고 돈먹기
1,"뭐 이딴 게임이 다 있냐... 기사 물약 300개 사서 렙30에 초보던전에서 사냥하는데 20분을 못버티고 물약 다 쓰고 죽더니 부츠 
떨구고 복구하려니 다이아 현금으로 처 사서 복구 하라네 ㅋㅋ 바로 게임 삭제~"
1,쓰레기게임 현질어느정도는 하나마나고 무과금으로하기엔 의미없는 시간낭비 하루종일 켜놔야함
1,돈 독 오른 쓰레기들
1,현질 유도를 위한 현질 유저만을 위한 게임
1,왜 12세 버전은 총사가 않되나요?
1,돈먹는기계 몇억씩 투자하신분들도 있음ㅡㅡ.. 이벤도 다 다이아이벤..ㅡㅡ 이겜 할려면 연봉 억대 이상..
1,집가서 치킨이나 먹어라 운영진
1,엄선된 쓰레기중의 쓰레기 여러분 모두평점을 끌어내립시다
1,어서 어서 돈을바쳐랍!!ㅋㅋ
1,"어우 뭐 이따위 겜을 만들었나요 몹 터치 안되서 유저공격하고 사전등록한 요정캐릭은 없어지고 우편물도 비었고 조작감도 힘들어요 오른쪽 
위터치하면 반대방향으로 갑니다 기대한겜이라 실망이 크네요 싹~ 지우고 다른겜 할렵니다 엔씨 운영자님 잘먹고 잘사세요"
1,쓰레기^^
1,화질X
1,재활용도 안돼는 핵 폐기물
1,그냥 하지마
1,와우..제가 올해 12살인데 그래픽도 최악이고..아우..
1,쓰레기 게임 ㅋ 개발진들 뒤져라
1,현질게임~~~
1,한마디로 쓰레기게임 과금유도 넘심함
1,엔씨 쏘프트 대한민국 대표 겜 회사! 그러나 중국 일본 한국 이중 한국인에게 한달 정액비 제일 비싸게 받는 회사! 영자님 이것에대해 이해할수있게 답글 달아주세요.
1,이 게임 광고때문에 뉴스 기사 보기가 힘들다...
1,그래픽이랑모두별로다
1,한마디만 한다 You are schweinhund and dummkopf. Nc
1,pc게임을 그대로 모바일로 옮겨와 컨트롤 불가인 게임입니다.  캐릭이 작어서 클릭도 안되여. 아이디어는 없으면서 돈만 갈취하는 게임인듯합니다.
1,자동사냥rpg  게다가 현질유도 개심함 이게  왜 추천게임인지 ncㅋㅋㅋㅋ 몰락이네
1,제작님들 힘내세요 ㅋ
1,걍 현질이 답임 ㅅㄱ하셈요
1,나원참 12살짜리 꼬맹이들 하라고 만들어논 게임에서 과금유도라는 기능이 나올줄은 몰랐다.. 진짜 nc 리니지m초창기에 큰돈 봤다고 진짜 미친거 아님?ㄷㄷ 어디 린m하는 법쪽 관련해서 일하는사람 없나 ; 뭔 사행성이 도를지나치네
1,평점낮아져라
1,설치 한적도 없는데 왜 내 폰에 깔려 있는지...? ㅡㅡ
1,캐쉬템 남발로 접는유저들이 너무많음.. 너무 통화도 안되고..자동답변만 오네요.. 갑질인 기업..ㅡㅡ
1,안녕하세요 김택진 엔씨 대표님.이글은 꼭 김택진 대표님께 전해주세요.엔씨 소프트를 정말 좋아해서 who김택진이라는 책을 읽었습니다. 그런데 요즘에 제가 책에서 읽은 내용과 달리 게임이 열광하기보다는 현질유도 적이라고 느껴집니다.부디 예전모습을 되찾아주시길 바랍니다.
1,현질  한마디면 리뷰는 충분할듯
1,와...재.미.따
1,감성팔이 게임 막상해보면 예전 리니지가 아닌 돈 잡아먹는 어느것 하나 컴린과  틀림 아인 없으면 업이나 장비 하나 제대로 못먹는 오로지 현질 유도 개인상점은 작년에 생긴다고 하더니 유저와의 약속도 안지키는 쓰레기 게임 그냥 현질유도만...감성팔이에 속지마세요
1,쑈한다  유저가  그냥 지갑일뿐
1,게임설치하고 서버선택 내캐릭터찾기 눌러서 아무런반응이 없어요
1,욕심이 과하면 망하는법 멍청한 린저씨들때문에 돈밝히는 택진이때문에 해봤자  들러리밖에 안되는 게임이 되어버렸다
1,과금러만 생존하는 게임
1,"결제오류 문의 계속 넣는데 자동답변같은 답변만 주면서 차일피일 미룹니다. 유선상담도 안된다 하고, 과금액만 뽑아먹고 뒷짐지고 있는데, 절대 좌시하지 않습니다. 결제하지마세요."
1,교육적이고 멀얻어야할맛나지 템도안나와 거래도안돼 대화도 안돼 도데체 좋은거라고 하나도 없는 돈만밝히는 Nc게임은 다시는 안할래요 답변도 소통도 안돼는 답답한겜임 우리나라 최악의게임 별1개도 아깝네
1,진짜 드러운게임
1,핵과금들만 하는 게임.
1,망겜
1,현질없인 겜하지 말라는 게임
1,이게 게임이냐?도박이지 엔씨 정신차려라 무과금은 과금러들의 노리개다
1,맨날 현질유도하고 아이템도쓰레기고 렙업도 더럽게 않되고 이벤트 걸면머해현질유도인데 엔씨소프트 망해라
1,어줍잖은 소과금 으로 절대 못한다ㅋ 최소1천만 과금 게임 ㅅ.ㅂ
1,사행성 최고게임 접으면너 내가 여기다 쏟아 부은돈 생각하니 미쳤다는 생각뿐이다.
1,현질 안하면 게임 안됨 현질유도 하는 사행성 게임
1,조작만 하는 회사게임
1,몇달전에 리뷰 최악으로 했는데 별5개로 바꼈다? 엔씨는 사기꾼이다
1,현질만 유도하는 쓰레기
1,말이 필요없다
1,아직 안 망함?
1,시부레 제발 사행성좀 그만해라 이지긋지긋한놈들아
1,쓰레기 도박게임
1,다시는 손대면 안되는 게임
1,게임이 아니라 돈버리는데 쓰는 앱 말이 필요한가
1,서울에서 바늘구멍 찾는것보다 이게임을 무과금으로 플레이하는것이 더 어렵다 그리고 이게 게임이냐 도박이지 역시 국산게임은 믿고 걸러야 된다
1,12세 버전도 매출이 많은건 급식애들 돈도 쪽쪽 빨아먹기 때문.....?
1,게임내캐릭이사라져서요접속도안되고하내요
1,웹게임 그래픽에 엔씨 특유의 직원이 랭커먹고 열등감으로 인한 현질유도
1,100105 오류코드 입니다. 뭐가 문제 인가요?
1,계속 에러가 뜨면서 접속이 안되네요.
1,왜에러가계속뜨죠 설치하고 지우고50번을해도 계속오류 라고 뜸이 짜증이빠시나네
1,아템은 현질 상자에서 ...득템이라곤 로또맞을 확률...겜하면 할수록 과금유도... 현질자신없음 시작하지마시길..
1,뭐죠?! 무슨 로딩 하는데 2058MB 뭐죠? 너무 많이 쓰는듯 무슨 거의 2GB를 쓰네요 최악
1,돈에 미친  nc
1,다운뒤에 겜을못하네요
1,돈 없으면 하기 힘들다
1,업데이트가 안대... 잘좀만들어
1,오래 가겠냐?
1,완전현질유도 이런 쟁장
1,샤오미폰에서되게좀하라고요
1,광고를 믿지말아라. 최악의 게임.
1,"추억팔이 이지만 리니지1 를 그대로 구현한 모바일게임. MMORPG 답게 수십명의 유저와 필드, 던전을 돌아다니며 경쟁 한다. 여타 모바일 MMORPG와 다르게 본연의 리니지 대로 사냥하고 파밍하는 재미를 살렸으며 무과금일지라도 6검4셋은 충분히 맞출 정도의 밸런스는 잡혀 있다. 오히려 고과금 유저들의 경우 뽑기운에 눈물을 흘리기 때문에 소과금, 무과금 유저들은 근성만 있으면 금방 따라 잡을 수 있다. 아쉬운 점은 아이덴티티라 할 수 있는 거래소, 거래 기능은 추후 추가 라는 점."
1,천만명이 만들어낸 100일간 현질 기적
1,그저  현금  유도 게임  재미도  없고  감동도  없고
1,아니 재미 있는대.
1,아직도 많이들 하나? 접속안한지가 언제드라
1,현질유도 이빠이고 처음하던 리니지는없고 과금유도 전화문의는 매일불통 유저들 돈으로 상담원 인원수늘려라 헬로티비보다 더오래걸리노 매주마다 과금 이벤하고 절대하지말아야될게임
1,이게 게임성이있기는한거냐
1,이건그냥쓰레기
1,이건 왜 12세가 통과된거죠?
