risk,comment
0,힘드네요
0,좋아요
0,제출
0,렙올리라니 아인이 너무많이 들어 아쉽지만...
0,저화번호를바꿔서 인증번호할때안되는데 어떡게해야하나요
0,내가 여태까지 롤플레잉 스마트폰 게임들중에서 제일 기대가 큼.
0,리니지 사전예약을 한 유저입니다 얼마전 사전예약해서 나오자마자 할려했지만 저장공간 때문에 그게임 엔딩보고 다시 시작할려고 문자 가보았는데 사전예약 쿠폰이 오지 않았습니다. 다시 부탁드립니다.
0,사기아이템만들어주세요
0,다 좋은데 적당하게 과금 하게 해주세요.
0,재미있을 것 같은데 시작하면 계속 꺼져요. LG폰임.
0,엄청재밌습니다
0,안녕하세요 리니지를 즐기고 잇는 학생중 하나 입니다. 지금 리니지 진짜 다좋은데요 리니지(12)도 거래소 이용하게 해주세요..다이아 노가다를 해서 팔아서 아인아사드를 사야하는데 노가다를 해도 경매장을 못쓰니 아인아사드가 바닥이 낫어요..게다가 학생인지라...돈도 없구요.. 저는 리니지를 좀더 즐기고 싶은 학생입니다.. 경매장을 이용하개 해주새요
0,우와 개꿀잼
0,명실상부 현재최고 겜이다. 인정?
0,시작한지 3일째인데 재밌네요 삼국지 시리즈좋아하는데
0,이거12세18세뭐가다르나요
0,좋아
0,옛날생각나고 재미있 습니다
0,제작자님 리니지M 18세랑 12세 치이가 뭐예요?^^ 그리고 제작자님 이거 만드시는데 수고 하셨습니다
0,재미있는게임
0,좋음
0,잼나여
0,실제 리니지 같아서 좋아요
0,좋아요
0,정말재밌습니다😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄
0,넘잼맀고 슬릴 있 서요
0,그래픽구현을 잘해놓은것같습니다
0,그냥 잼나다
0,좋아요!
0,다좋은데 결제할라하는데 왜 결제전금액만뜨고 충전했는데 왜 결제잔액부족이라뜨죠?
0,재미있네요
0,추억 회상 아픔
0,즐겜중입니다.
0,용량만 너무 많은거 같은데...   옛날에는 되던게  지금은  여기서 쉽게 다운받아봤자 겜안에서 2GB 를 더 다운받아야하고   심각합니다.
0,김택진이 *****ㅋㅋ
0,택진이 형(?)광고 보고 깔았습니다
0,최고
0,최고
0,템이안나와요
0,지금업데이트가안되요
0,리니지M(12)이랑 리니지M(18) 이랑 머가 다른가요? 자세히 가르쳐주세요.
0,좋아요
0,리니지m! 재밌어보였는데... 드디어 12세로 나와서 재밌게 플레이 할 수 있어서 별점 5개!
0,데포1섭유저입니다. 특성상 녹스.모모등을 이용해서 겜읗플레이하지못해 시간날때하는유저인데 접속시간만 2시간이니 막상 겜을못합니다..이런것좀 개선해주세요
0,잼잇어요
0,정말좋은데 19금 이용불가땜에  좀 그렇네요 ㅡㅡㅋ
0,재미다. ㅋㅋㅋㅎㅎㅎ
0,추억을느끼기에참좋은 건데 현금이너무많이들어갈거같아서 시작조차못하겠네요 컴퓨터리니지1  이것도 계정비+탐상자이것만해도기본19만원박고시작인데  모바일도 나중에 이렇게되겠죠..애초에시작을안하는게 좋을듯
0,좋아요.
0,짜증나지만 재있네
0,제가 리니지 를 처음 했는데 조작법도 제가 생각한게 아니라 좀 불편했지만 조금 씩 하다보니 재미있네요 리니지m:☆☆☆☆☆
0,좋습니다
0,제 이름이 데스나이트인뎈ㅋㅋ데스나이트가 있네욬ㅋㅋㅋ
0,모두완벽한게임
0,최고는맞는데요    저는 접으려함니다. 이건  시간낭비라고 봄니다.  사람이 누릴수 있는게임이  아닌듯 함니다.  돈버는데는 최고란  말이죠
0,이게임은 서버와 연결이 끊였습니다. 게임임?  뭐만하면 끓였데 나참 어이가 없네 당신들 지갑채우기가 우선이세요?  유저들의 게임 플레이가 우선이에요?  그리고 제 휴대폰은 s7 이구요. S7정도면 왠만한 게임은 다잘돌아가던데 계속 끊였다네요
0,👍굿
0,명품게임입니다
0,와이파이없이하고싶어요
0,역시나 NC 돈을 안쓸수가 없게 만들었넹 ㅎㅎ
0,굿~~~
0,혹시 제꺼구글아이디로 하다가 로그아웃 한뒤 다른사람거로 로그인 하믄 케릭 이어갈수 있나요??
0,그래도 제일 잼있는 게임
0,재미는있는데 아이템 너무 안줌
0,너무한 현질유도 넘 하네요
0,말로만 듣던 리니지를 직접 해보니깐 아~ 이래서 하는구나 싶었네요... 그래픽도 좋고 터치 방법도 좋고 휴대폰으로 할수 있다는것도 신기합니당
0,리니지 첨하는데 잼나네요
0,Good
0,오! 캐릭이넘 맘애들고 컨이 최고임다! 인생개임찾은드싸네요
0,거래소에 팝니다만 있어요. 삽니다  올리는것도 건의합니다.  그리고 막피들  때문에 주위에 게임을 많이 접네요.
0,저 이거꼭 답변햐주셨으묜합니다 이고리니지m12는나이를묜으면아이템교류를할수있는성인서버로갈수있나요?
0,오래전 장피있던시절처럼  피케이수치에따라 아이템 떨구는 시스템이 다시나왔으면 무조건 카오면 떨구는게아닌 최소 5명이상 죽였다거나 등.... 나쁜놈죽여 떨구는 아이템맛이 있어야 진정한 리니지라 생각됨..
0,게임 실행이 안됩니다 저장공간이 부독하거나 다운로드시 문제 발생 이라고 뜨고 접속이 안된다고해요 몇일전까지 문제없이 실행 됐는데 급스럽게 왜 이러죠
0,추억돋는 게임
0,제가 아덴상단에서 10500원으로 아이템들을 팔았는데 돈을 주지 않네요 저 캬릭터 이름은 hesus인데 돈을 주세여
0,고고
0,좋아요
0,오마이갓!넘잼나넹
0,님들  이겜 계정이랑 리니지M성인이랑 연동되나요?
0,린저씨입니다 추억소환됏습니다.추억소환에 대출소환도 됏습니다 ㅠ 과금너무합니다 편하게겜하고싶어요 ㅠ
0,월드보스나 시련건던완료후 텔레포트탔던 마을로 복귀하게해주세요.모두 기감마을로가니 너무번거롭고 렉도심해요.
0,잼있어요
0,그래픽보와피케이방법 보완
0,재미있어여요
0,좋습니다
0,과금 유도만 적당히 해도 장수게임 될듯
0,돈만 벌려고하는 게임
0,재미있네요 다만 그래픽이 제맘에 많이 들진 않지만 역시 재미있습니다
0,친구 상세보기좀 만들어 주세요
0,20년전에 하던 그 느낌 그대로
0,너무좋아요
0,굿럭
0,잼나는갬
0,"최고의 게임, 추천 합니다"
0,좋은편임
0,최고긴최곤데용 제작자님! 현질유도가심해서..50 렙찍을려고 🐶고생이네요.. ㅠㅠ 현질유도좀 줄여주세용..
0,듀크3섭 케릭명 꽈장 케릭 없어졌는데 언제 복구 되나요? 패키지 구매내역도 있을텐데  복구 빨리 부탁 드려요
0,초ᆞ고
0,아니못할거면하지를말던가 소과금으로무관맞출려고하고 있는데무슨소과금무과금들이 게임과금안하면못하겠다는 사람있는데노가다돌면 모든것이해결되요 출석으로티셔츠주고 출석으로검귀.푸귀같은거주고 출석으로아인하사드를막퍼주고 출석으로데이.젤다주는데 아인하사드가부족하다고요? 캐릭2개에아인9999개꽉차서 넘쳐요 검귀나용반.푸귀는현질안하면못얻는다고요? 출석으로주는데요 데이.젤비싸고얻기가어렵다고요? 출석으로주고데이젤상인도있는데요 드래곤의다이아몬드힘들다고요? 노.가.다.뛰.어.요 노가다뛰면거의절반이다해결되요님들아 그리고기사의생명나이트계열의변신 네55렙되면줘요님들...전체 리뷰
0,졸작
0,무기좀 뜨게해주세요ㅜㅜ지른것마다 날아갑니다
0,파템이 나오긴 하나 나만 안나오는듯!
0,개꾸르잼
0,갤S8 전체화면하면 비율조정도 아니고 걍 이상한 레터박스? 같은것만 띄워주네요 갤S8 전체화면 지원좀요
0,최고
0,캐릭터생성 제한이라고뜨시면 될때까지 계속찾아야해요(서버요)
0,너무  잼있네여
0,정말 최 고 별 10000개 줘도 안 아까울 듯
0,넘재미잇는데  넘 피케이가  눈물나네요
0,감사
0,완전최고에요
0,굿게임
0,최고최고죠^^
0,게임약관땜에 들어가지질안네요....
0,8싸울이 날아겄다 닐리리야
0,왜 생성제한이죠??ㅠㅠ저 하고싶은데
0,저는 정말 재미있네요 다른게임도 잘돼면 좋겠습니다
0,굿재미있당
0,좋네요
0,다운로드를 다했는데 캐릭터를 만들라고 떠요 만들려면 서버 들어가야 되지않나요? 빠른 답변 부탁드려요 재미있을거 같네요
0,정말좋은것같네요소액결제도바로바로되고 게임도재미있네요일산오1님도추천입니다
0,서버가 혼잡이어서 캐릭터를 생성할 수가 없어요. 어떻게 해 주세요.
0,리니지M은 성인만되는데 리니지m12가정말잘나온것같아요쬐고!!
0,최고
0,상점 더활발하게 됬으면
0,갑자기 접속이 안대는군요   12세용오로다운을받아서 거래소간안대는대 거래소 어떻게해야하는지요 18세요므로다운을받아야하나요? 그럼 12세사던케릭은어떻하나요 방법좀 알려주세요
0,Goog
0,굿~~~~~~~~~~~~~~~~~~
0,잼남
0,기대한만큼의 결과가아니여서 . . .
0,잼있어요
0,템만좀주면좋은거같은데요
0,안녕하세요 리니지m18을 이용하고 싶은데 외국에서 살고 있어서 한국 휴대폰이 없어 성인인증이 안되어 다운을 못받고 있는데 이에 대한 해결책좀 부탁드립니다. 꼭 좀요
0,현질을하고 재밌어야 되는데 현질하고 후회만 남는게임 현질한거 티도안남
0,좋은게임
0,재미있을것같아  시작
0,부탁 합니다 인증 핸드폰 말고 한개더 만들어주세요
0,이건 최고의 갓갬 ㅇㅈ?
0,핵 꿀잼
0,좋아요 ~~재밌어요
0,MMORPG치고좋고 튕김현상은  폰 문제 일지도 모르니 의심해보세 암튼 굿
0,최고
0,별점상태가...ㄷㄷ
0,저기요 케릭 생성어케해요...
0,모든게완벽해요^^
0,이 게임을 한마디로 말하면 쓰레기다. 그레픽은 리니지2 레볼루션에 비하면 조선시대 게임이고 게임을 질리게 만들었다. 에휴 걍 쓰리기
0,추억의 겜
0,굿~
0,지금처음하는데 재밌어요 이런게임 만들어주셔서감사합니당(^-^)v
0,몇달뒤면 성인인데 이거하다기 12세말고 그냥 m으로 캐릭터 넘길수있나요
0,리니지M 드디어12세가나왓다 이제할수잇다
0,최고
0,ㄷ넘재미나요
0,유저들 말좀 잘들어라 이넘들아
0,그...리니지 18세랑 12세 무슨차이인가요
0,오늘 막 처음 해서 서버에들어가서 캐릭터 생성을 하려고 하는데 캐릭터 생성이 제한되있는 서버라면서 않들어가져요 ㅠㅠ
0,좋ㅈ다
0,젬있게 할수있는  게임 만들어주세요
0,리니지 M12세와 18세는 뭔차이인가여
0,정말좋은게임인정
0,캐릭생성이안돼내요좀고처주세요
0,무과금으로도충분하게할수있음 욕심내지않으면
0,좋아
0,좋아요
0,저는 궁금한것이 있는데요. 리니지m 이랑리니지m12 가뭐가다른건가요.
0,몬스터잡기가너무힘드네여....몬스터토벌미션같은거깰려고하면 궁수유저들이 자동사냥켜서 예측스폰 해서 꽤오래걸리네요 그리고 자동전투돌릴려하면 세네대맞으면 물약먹는거에비해 가방중량이 너무....  한 삼사십분 전투돌리면 350~420개정도 먹는데 1000개사면 98퍼정도되서 82(?)퍼 아래여야만 사냥이가능하네여...
0,왜 12세 18세 인지 모르겠음 나이가..
0,재미있고 좋긴좋아요. 근데 나중에갈수록 몬스터가 다굴로와서 케릭터가 죽을뻔했어요. 이것을 좀 패치해줬으면합니다
0,그 18이랑12랑다른게무엇이죠?? 재가 18은안해봐서...ㅎㅎ
0,리니지 m 추억의 겜이다 와 내가 옛날 리니지 하던 거 떠오르면서 하니깐 재밌네요 컴터보다 조작이 편하고  겜 잘됬으면 좋겠습니다^^
0,잼나요...하하 장비가 딸려용
0,이거 18세랑 12세랑 먼차이임? 18 세는안해봐서 모르겧네요
0,폰 설정을 바꾸느라 본인인증?5번을 똑같은 폰에 했는데 다시 까니까5회 넘어서 다른 기기에서 지우고 인증하라는데... 같은기기에서 같은계정으로 로그인했는데 뭐하라는거??
0,ㅅ  굿
0,하....별점 5개 주는데 와이파이로 리니지 m 플레이하면 않됨.....딴 앱들은 다되는데 이거 수정좀 진짜
0,아주재밌어요 .
0,예전에 피씨로 했던 게임을 휴대폰으로 하닌깐 너무 편하구 좋네요 ㅋㅋ 좋은 무기를 득템하면 기분이 완전 좋아요 ! 앞으로 자주 할꺼같아요^^
0,컴퓨터로만 리니지하는데 폰으로하니 더 좋습니다.
0,리니지 게임들 다 좋아하는데 역시 이겜도 최고네요! 질리지 않고 항상 신선해요ㅎㅎ 그래픽너무좋습니다
0,너무좋습니다
0,이런 스토리깊은 겜을 원했는데 딱 제격이네요. 게임이 너무 재밌어서 시간가는줄 모르고 하고있어요
0,장비 25개정도 죄다 나르더라(하나도안뜨더라) 이젠 노가다 힘들다  떠나야 할때인가보다... 남은분들  수고
0,역시 리니지 게임 잼잼잼 굿이예요 접속 에러만 고쳐주신다면 더 좋을것같아요
0,지금두 너무 즐겁게 게임 하구 있어요 나중에 서버 이전두 되면 좋을꺼 같에요
0,엄쩡재밌네요 리니지2랑비교도 않됍니닼ㅋ
0,욕먹어도 할 사람은 하는 이유가 있네요. 돈 지를 만큼 재미는 느낄수있네요
0,좀 많이 팅기는 현상이 있긴하지만 재밌어요
0,이거는 명작이다 왜  사람들이 리니지m 리니지m 이러는지 알것 같다 그래픽이며   시스템이며 아주 끝내준다
0,열심 하고 있어요
0,아주재밌네요
0,진짜 이건 대박😲좋아요😘
0,좋네여
0,와우wow
0,컴퓨터로만 하던 게임을 모바일로 해보다니 아주 참신했습니다 오픈필드도 그대로 잇어서 마음에 들었어요 좋네여
0,게임이 재밌네요 그래픽도 좋고 렉도 안걸리고 업데이트도 절해주시고 좋네요 ㅎㅎ
0,재미있네요 공격 모션이 길지 않고 캐릭터가 예뻐요
0,레벨업하기도 편하고 작품성도 뛰어나지만 현질유도가 너무너무 심하네요
0,진짜말로표현할수없이재미있음
0,흠...좋은느낌의게임이다 추가적으로 코스튬이나 무기의외형변화정도만 추기되면 갓겜 하지만 앖어도 그레픽이나 모션등이 미끄러지듯 움직여서 부담이없고  용량도그닥 크지않아 좋다 스킬의벨런스가조금 딸린달까...? 기본능력벨런스는 괜찮고 좋다 하지만 스킬이 어떤 (워리...읍)직업에만 특출난것같아 부담스럽달까? 또 무료서버가열린것은좋지만  본섭에서의 계정연동이안되 어렵기도하다 히지만 무료서버는 정말 무과금유저에게 한줄기빛이아닐까?12세버전도있어서 부담없이즐기기좋다
0,기존 리니지 보다 더 재밌어진것 같아요!
0,컴퓨터로 리니지를 플레이 하지 못한 플레이어인데 이렇게 모바일로 출시가 되어 기분이 좋습니다 조작감에도 불편함이 없고 하면서 시간 킬링하기 좋네요 ㅎㅎ
0,예전부터 리니지라는게임에 관심을가졌는데 해보진않았지만 이번에 리니지m이출시되면서 하게됬는데 되게 재밌습니다.
0,컴퓨터로만 했는데 핸드폰으로 나와서 언제어디서든 할수있으니 좋은것같고 재미있어요
0,생각보다 엄청재미있고여 레볼루션처럼 인기를 끌거같네요
0,그래픽이 뛰어나고 조작이 쉬워요
0,서버가 갑자기 끊기는 현상이 발생하는데 그 점은 고쳐주시고 앞으로 홧팅하시길..!!
0,핵꿀잼
0,굿 짱짱짱짱
0,다양한 스킬들과 여러사람이랑 이야기 할 수있어 좋은 것 같아요
0,리니지를 다시떠오르게 하는 능력이좋아요 재밌을거같아요
0,리니지 처음해보는데 어렵긴어렵네요;;;
0,제가 리니지충인데 리니지가 핸드폰으로 나와서 바로깔아서했는데 리니지를 복사를해놨네요 컴퓨터로 하는 느낌이나서 매우 재미있네요
0,최고
0,굿굿굿 재미있내요
0,역시 리니지 꿀잼 재밋어요
0,역시 리니지 기대한것만큼 재밋네요 ㄹㅇ 갓겜입니다 망할수가없는 명작!
0,조작하기가 저한테는 넘 편하네요♡ 이런 게임 좋아하는데 덕분에 좋아하는 게임 합니다~~&gt;_⊙
0,정말 PC랑 똑같네요. 전혀 걱정할 필요 없고 조작감등이 똑같아서 놀랐네요. 퀘스트도 잘 되고요. 한번 해보면 어떨까 싶네요.
0,할만하네요
0,요즘 게임은 재밌다
0,이 게임 걍 말이필요없음..ㅠㅠ레알 꿀잼입니다!! 여러분~진짜 꼭 까세요!!! 후회하지말구..ㅋㅋㅋ
0,리니지를 휴대폰으로 해서 좋네요 ㅎㅎ
0,열시히 레벨업하고 있습니다 ㅎㅎ예전 리니지1pc게임이랑 똑같아 예전 생각이 많이 나네요 만족하면서 게임 하고 있습니다 수고하세요
